Title_GoldenGlobes,Title_Oscars,Similarity,Verification,Year_GG,Year_Oscars,year_film_x,year_award,ceremony_x,category_x,nominee,film_x,gg_win,standardized_film_goldenglobes,year_film_y,year_ceremony,ceremony_y,category_y,name,film_y,oscar_win,standardized_film_oscars
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Original Score - Motion Picture,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,BEST PICTURE,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Original Score - Motion Picture,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,WRITING (Original Screenplay),Written by Martin McDonagh,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
black orpheus,black orpheus,1,TRUE,1959,1959,1959,1960,17,Foreign Film - Foreign Language,"France, Marcel Camus",Black Orpheus,TRUE,black orpheus,1959,1960,32,FOREIGN LANGUAGE FILM,France,Black Orpheus,TRUE,black orpheus
exodus,exodus,1,TRUE,1960,1960,1960,1961,18,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sal Mineo,Exodus,TRUE,exodus,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Exodus,FALSE,exodus
exodus,exodus,1,TRUE,1960,1960,1960,1961,18,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sal Mineo,Exodus,TRUE,exodus,1960,1961,33,CINEMATOGRAPHY (Color),Sam Leavitt,Exodus,FALSE,exodus
exodus,exodus,1,TRUE,1960,1960,1960,1961,18,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sal Mineo,Exodus,TRUE,exodus,1960,1961,33,MUSIC (Music Score of a Dramatic or Comedy Picture),Ernest Gold,Exodus,TRUE,exodus
exodus,exodus,1,TRUE,1960,1960,1960,1961,18,Best Original Score - Motion Picture,Ernest Gold,Exodus,FALSE,exodus,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Exodus,FALSE,exodus
exodus,exodus,1,TRUE,1960,1960,1960,1961,18,Best Original Score - Motion Picture,Ernest Gold,Exodus,FALSE,exodus,1960,1961,33,CINEMATOGRAPHY (Color),Sam Leavitt,Exodus,FALSE,exodus
exodus,exodus,1,TRUE,1960,1960,1960,1961,18,Best Original Score - Motion Picture,Ernest Gold,Exodus,FALSE,exodus,1960,1961,33,MUSIC (Music Score of a Dramatic or Comedy Picture),Ernest Gold,Exodus,TRUE,exodus
exodus,exodus,1,TRUE,1960,1960,1960,1961,18,New Star Of The Year - Actress,Jill Haworth,Exodus,FALSE,exodus,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Exodus,FALSE,exodus
exodus,exodus,1,TRUE,1960,1960,1960,1961,18,New Star Of The Year - Actress,Jill Haworth,Exodus,FALSE,exodus,1960,1961,33,CINEMATOGRAPHY (Color),Sam Leavitt,Exodus,FALSE,exodus
exodus,exodus,1,TRUE,1960,1960,1960,1961,18,New Star Of The Year - Actress,Jill Haworth,Exodus,FALSE,exodus,1960,1961,33,MUSIC (Music Score of a Dramatic or Comedy Picture),Ernest Gold,Exodus,TRUE,exodus
a majority of one,a majority of one,1,TRUE,1961,1961,1961,1962,19,Promoting International Understanding,Mervyn LeRoy,A Majority Of One,TRUE,a majority of one,1961,1962,34,CINEMATOGRAPHY (Color),"Harry Stradling, Sr.",A Majority of One,FALSE,a majority of one
a majority of one,a majority of one,1,TRUE,1961,1961,1961,1962,19,Actress In A Leading Role - Musical Or Comedy,Rosalind Russell,A Majority Of One,TRUE,a majority of one,1961,1962,34,CINEMATOGRAPHY (Color),"Harry Stradling, Sr.",A Majority of One,FALSE,a majority of one
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Brad Davis,Midnight Express,FALSE,midnight express,1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Brad Davis,Midnight Express,FALSE,midnight express,1978,1979,51,DIRECTING,Alan Parker,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Brad Davis,Midnight Express,FALSE,midnight express,1978,1979,51,FILM EDITING,Gerry Hambling,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Brad Davis,Midnight Express,FALSE,midnight express,1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Brad Davis,Midnight Express,FALSE,midnight express,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Brad Davis,Midnight Express,FALSE,midnight express,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Hurt,Midnight Express,TRUE,midnight express,1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Hurt,Midnight Express,TRUE,midnight express,1978,1979,51,DIRECTING,Alan Parker,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Hurt,Midnight Express,TRUE,midnight express,1978,1979,51,FILM EDITING,Gerry Hambling,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Hurt,Midnight Express,TRUE,midnight express,1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Hurt,Midnight Express,TRUE,midnight express,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Hurt,Midnight Express,TRUE,midnight express,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Director - Motion Picture,Alan Parker,Midnight Express,FALSE,midnight express,1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Director - Motion Picture,Alan Parker,Midnight Express,FALSE,midnight express,1978,1979,51,DIRECTING,Alan Parker,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Director - Motion Picture,Alan Parker,Midnight Express,FALSE,midnight express,1978,1979,51,FILM EDITING,Gerry Hambling,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Director - Motion Picture,Alan Parker,Midnight Express,FALSE,midnight express,1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Director - Motion Picture,Alan Parker,Midnight Express,FALSE,midnight express,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Director - Motion Picture,Alan Parker,Midnight Express,FALSE,midnight express,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Screenplay - Motion Picture,Oliver Stone,Midnight Express,TRUE,midnight express,1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Screenplay - Motion Picture,Oliver Stone,Midnight Express,TRUE,midnight express,1978,1979,51,DIRECTING,Alan Parker,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Screenplay - Motion Picture,Oliver Stone,Midnight Express,TRUE,midnight express,1978,1979,51,FILM EDITING,Gerry Hambling,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Screenplay - Motion Picture,Oliver Stone,Midnight Express,TRUE,midnight express,1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Screenplay - Motion Picture,Oliver Stone,Midnight Express,TRUE,midnight express,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Screenplay - Motion Picture,Oliver Stone,Midnight Express,TRUE,midnight express,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Original Score - Motion Picture,Giorgio Moroder,Midnight Express,TRUE,midnight express,1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Original Score - Motion Picture,Giorgio Moroder,Midnight Express,TRUE,midnight express,1978,1979,51,DIRECTING,Alan Parker,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Original Score - Motion Picture,Giorgio Moroder,Midnight Express,TRUE,midnight express,1978,1979,51,FILM EDITING,Gerry Hambling,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Original Score - Motion Picture,Giorgio Moroder,Midnight Express,TRUE,midnight express,1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Original Score - Motion Picture,Giorgio Moroder,Midnight Express,TRUE,midnight express,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,Best Original Score - Motion Picture,Giorgio Moroder,Midnight Express,TRUE,midnight express,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actress,Irene Miracle,Midnight Express,TRUE,midnight express,1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actress,Irene Miracle,Midnight Express,TRUE,midnight express,1978,1979,51,DIRECTING,Alan Parker,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actress,Irene Miracle,Midnight Express,TRUE,midnight express,1978,1979,51,FILM EDITING,Gerry Hambling,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actress,Irene Miracle,Midnight Express,TRUE,midnight express,1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actress,Irene Miracle,Midnight Express,TRUE,midnight express,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actress,Irene Miracle,Midnight Express,TRUE,midnight express,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actor,Brad Davis,Midnight Express,TRUE,midnight express,1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actor,Brad Davis,Midnight Express,TRUE,midnight express,1978,1979,51,DIRECTING,Alan Parker,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actor,Brad Davis,Midnight Express,TRUE,midnight express,1978,1979,51,FILM EDITING,Gerry Hambling,Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actor,Brad Davis,Midnight Express,TRUE,midnight express,1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,TRUE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actor,Brad Davis,Midnight Express,TRUE,midnight express,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE,midnight express
midnight express,midnight express,1,TRUE,1978,1978,1978,1979,36,New Star Of The Year - Actor,Brad Davis,Midnight Express,TRUE,midnight express,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,TRUE,midnight express
three faces of eve the,the three faces of eve,0.982994162,TRUE,1957,1957,1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,"Three Faces of Eve, The",TRUE,three faces of eve the,1957,1958,30,ACTRESS,Joanne Woodward,The Three Faces of Eve,TRUE,the three faces of eve
russians are coming the russians are coming the,the russians are coming the russians are coming,0.97880603,TRUE,1966,1966,1966,1967,24,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Arkin,"Russians Are Coming, The Russians Are Coming, The",TRUE,russians are coming the russians are coming the,1966,1967,39,ACTOR,Alan Arkin,The Russians Are Coming The Russians Are Coming,FALSE,the russians are coming the russians are coming
russians are coming the russians are coming the,the russians are coming the russians are coming,0.97880603,TRUE,1966,1966,1966,1967,24,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Arkin,"Russians Are Coming, The Russians Are Coming, The",TRUE,russians are coming the russians are coming the,1966,1967,39,FILM EDITING,"Hal Ashby, J. Terry Williams",The Russians Are Coming The Russians Are Coming,FALSE,the russians are coming the russians are coming
russians are coming the russians are coming the,the russians are coming the russians are coming,0.97880603,TRUE,1966,1966,1966,1967,24,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Arkin,"Russians Are Coming, The Russians Are Coming, The",TRUE,russians are coming the russians are coming the,1966,1967,39,BEST PICTURE,"Norman Jewison, Producer",The Russians Are Coming The Russians Are Coming,FALSE,the russians are coming the russians are coming
russians are coming the russians are coming the,the russians are coming the russians are coming,0.97880603,TRUE,1966,1966,1966,1967,24,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Arkin,"Russians Are Coming, The Russians Are Coming, The",TRUE,russians are coming the russians are coming the,1966,1967,39,WRITING (Screenplay--based on material from another medium),William Rose,The Russians Are Coming The Russians Are Coming,FALSE,the russians are coming the russians are coming
